FAO_code,Latin species name,English,Spanish,French
FAG,Paphia gallus,Rooster venus,,Palourde coq
FAJ,Pasiphaea japonica,Japanese glass shrimp,Camarón cristal japonés,Sivade japonais
FAL,Carcharhinus falciformis,Silky shark,Tiburón jaquetón,Requin soyeux
FAM,Pasiphaea multidentata,Pink glass shrimp,Camarón cristal rosado,Sivade rose
FAR,Phalium areola,Checkerboard bonnet,,
FAS,Sprattus fuegensis,Falkland sprat,Espadín de las Malvinas,Sprat des îles Falkland
FAT,Paphia textile,Textile venus,,Palourde textile
FAU,Phalium glaucum,Grey bonnet,,Casque gris
FAV,Pasiphaea sivado,White glass shrimp,Camarón cristal blanco,Sivade blanc
FAW,Pseudorca crassidens,False killer whale,Orca falsa,Faux-orque
FAX,Phalium spp,,,
FBH,Phenablennius heyligeri,,,
FBM,Abramis brama,Freshwater bream,Brema común,Brème d'eau douce
FBR,Abramis spp,Freshwater breams nei,Bremas nep,Brèmes d'eau douce nca
FBT,Natator depressus,Flatback turtle,Tortuga plana de Australia,Tortue plate
FBU,Lota lota,Burbot,Lota,Lotte de rivière
FBX,Acanthephyra spp,Subantarctic ruby prawn nei,,
FCA,Atrophacanthus japonicus,,,
FCB,Fallicambarus byersi,Lavender burrowing crayfish,,
FCC,Carassius carassius,Crucian carp,Carpín,Carassin(=Cyprin)
FCD,Scapharca indica,Rudder ark,,Arche gouvernail
FCE,Scapharca chemnitzi,Chemnitz's ark,,
FCG,Ctenopharyngodon idellus,Grass carp(=White amur),Carpa china,Carpe herbivore(=chinoise)
FCH,Leptobarbus hoeveni,Hoven's carp,Barbo de Hoven,Barbus d'Hoven
FCI,Scapharca inaequivalvis,Inequivalve ark,Arca desigual,Arche inéquivalve
FCJ,Phalloptychus januarius,,,
FCK,Sphaerococcus coronopifolius,False gorgon,Tallo chino,Fausse gorgone
FCL,Scapharca globosa,Globose ark,,Arche globuleuse
FCM,Franciscodoras marmoratus,,,
FCN,Osteochilus hasselti,Nilem carp,,
FCO,Parasphaerichthys ocellatus,Eyespot gourami,,
FCP,Cyprinus carpio,Common carp,Carpa,Carpe commune
FCR,Scapharca brasiliana,Incongruous ark,Arca pepitona,Arche incongrue
FCS,Photocorynus spiniceps,,,
FCT,Phenacostethus posthon,,,
FCU,Phalloceros caudimaculatus,Dusky millions fish,,
FCV,Fucus virsoides,Adriatic wrack,Fuco del Adriatico,Fucus d'Adriatique
FCX,Crustacea,Freshwater crustaceans nei,Crustáceos de agua dulce nep,Crustacés d'eau douce nca
FCY,Cyprinidae,Cyprinids nei,Ciprínidos nep,Cyprinidés nca
FDA,Sphoeroides annulatus,Bullseye puffer,,
FDK,Phallostethus dunckeri,,,
FDM,Pherallodichthys meshimaensis,,,
FDT,Sphoeroides testudineus,Checkered puffer,,
FDW,Leukoma asperrima,,,
FDX,Leukoma spp,,,
FEB,Alpheus brevicristatus,Teppo snapping shrimp,Camarón tepo,Cardon teppo
FED,Alpheus digitalis,Forceps snapping shrimp,Camarón tenaza,Cardon tenaille
FEE,Alpheus heterochaelis,Bigclaw snapping shrimp,Camarón tamarú,Cardon grandes pinces
FEG,Alpheus gracilipes,Daisy snapping shrimp,Camarón margarita,Cardon marguerite
FEH,Alpheus hoplocheles,Armed snapping shrimp,Camarón armado,Cardon épineux
FEI,Alpheus bisincisus,Flathead snapping shrimp,Camarón chato,Cardon nez camus
FEJ,Alpheus japonicus,Japanese snapping shrimp,Camarón chasqueador,Cardon japonais
FEL,Alpheus glaber,Red snapping shrimp,Camarón carneo,Cardon rouge
FEP,Alpheus spongiarum,Bristle snapping shrimp,Camarón cepillo,Cardon brosse
FES,Alpheus sublucanus,Coral snapping shrimp,Camarón de coral,Cardon corail
FET,Alpheus stephensoni,Queensland snapping shrimp,Camarón australiano,Cardon australien
FEU,Alpheus euphrosyne,Nymph snapping shrimp,Camarón palomilla,Cardon nymphe
FEW,Fusitriton oregonensis,Oregon triton,,
FEX,Fusitriton spp,,,
FEY,Enallopsammia rostrata,,,
FFV,Hirundichthys affinis,Fourwing flyingfish,Volador golondrina,Exocet hirondelle
FFX,Monacanthidae,"Filefishes, leatherjackets nei","Cachúas, lijas nep",Poissons-bourses nca
FGA,Siphonognathus argyrophanes,,,
FGB,Eleotridae,"Gudgeons, sleepers nei",Durmientes nep,"Gudgeons, dormeurs nca"
FGC,Rana graeca,Greek frog,,
FGD,Fragum unedo,Pacific strawberry cockle,,Bucarde fraise
FGE,Fragum hemicardium,Pacific half cockle,,Bucarde demi-coeur
FGF,Forcipiger flavissimus,Longnose butterfly fish,,
FGG,Osphronemus goramy,Giant gourami,Gurami gigante,Gourami géant
FGH,Caffrogobius agulhensis,Agulhas goby,,
FGI,Rana ridibunda,European green frog,,
FGK,Rana esculenta,European frog,,
FGL,Rana lessonae,,,
FGM,Rana dalmatina,Agile frog,,
FGN,Pholis gunnellus,Rock gunnel,,
FGO,Helostoma temminckii,Kissing gourami,Gurami besador,Gourami embrasseur
FGP,Rana pipiens,Northern leopard frog,,
FGQ,Fregetta tropica,Black-bellied storm petrel,Paíño ventrinegro,Océanite à ventre noir
FGR,Fragum fragum,White strawberry cockle,,Bucarde à collier
FGS,Trichogaster pectoralis,Snakeskin gourami,Gurami piel de serpiente,Gourami peau de serpent
FGT,Rana temporaria,Common frog,,
FGU,Flagellostomias boureei,,,
FGV,Lopholatilus villarii,,,
FGX,Gobiidae,Freshwater gobies nei,Góbidos de agua dulce nep,Gobies d'eau douce nca
FGY,Rana grylio,Pig frog,,
FGZ,Fregetta spp,B/W bellied storm petrels nei,,
FHX,Chrysogorgia spp,,,
FIC,Cryodraco antarcticus,Long-fingered icefish,,
FID,Leuciscus idus,Orfe(=Ide),Cachuelo,Ide mélanote
FIE,Leuciscus leuciscus,Common dace,Leucisco,Vandoise
FIF,Fimbria fimbriata,Common basket lucina,,Grand corbis
FIG,Ficus gracilis,Graceful fig shell,,Pyrule gracile
FIH,Filimanus heptadactyla,Sevenfinger threadfin,Barbudo de siete dedos,Barbure à sept doigts
FIK,Stephanolepis hispidus,Planehead filefish,Lija áspera,
FIL,Stephanolepis cirrhifer,Threadsail filefish,,
FIM,Aphia minuta,Transparent goby,Chanquete,Nonnat
FIN,Osteichthyes,Finfishes nei,Peces de escama nep,Poissons téléostéens nca
FIO,Fistularia commersonii,Bluespotted cornetfish,Corneta pintada,Cornette à taches bleues
FIP,Fistularia petimba,Red cornetfish,Corneta colorada,Cornette rouge
FIS,Channa micropeltes,Indonesian snakehead,Cabeza de serpiente rojo,Tête de serpent d'Indonésie
FIT,Fistularia spp,Flutemouth,,
FIU,Ficus subintermedia,Underlined fig shell,,Pyrule ficoide
FIV,Fimbria soverbii,Elegant basket lucina,,Corbis élégant
FIW,Balaenoptera physalus,Fin whale,Rorcual común,Rorqual commun
FIX,Flabellum spp,Flabellum cup corals nei,,
FJD,Fungia danai,Spiny mushroom coral,,
FJE,Fungia echinata,Rough feather coral,,
FJF,Fungia fungites,Common mushroom coral,,
FJP,Fungia paumotensis,Elongate mushroom coral,,
FJR,Caesio suevica,Suez fusilier,Fusilero de Suez,Fusilier de Suez
FJS,Sardinella fijiense,Fiji sardinella,,
FJX,Pholas spp,,,
FKG,Sphaerechinus granularis,Violet sea urchin,Erizo violaceo,Oursin violet
FKL,Fasciolaria lignaria,Wooden fasciolaria,Huso lenoso,Fasciolaire
FKN,Notopterus spp,Knifefishes,,
FKP,Scapharca pilula,Pill ark,,Arche pilule
FKU,Furcellaria lumbricalis,Red forkweed,Cuerno de ciervo,Furcelle cespiteuse
FKX,Fasciolaria spp,,,
FLA,Percophis brasiliensis,Brazilian flathead,Pez palo,Platête brésilien
FLB,Florenciella lugubris,,,
FLC,Pharella acutidens,Sharp razor clam,,Couteau tranchant
FLD,Scophthalmus aquosus,Windowpane flounder,Rodaballo arenero,Turbot de sable
FLE,Platichthys flesus,European flounder,Platija europea,Flet d'Europe
FLF,Cantherhines(=Navodon) spp,Filefishes nei,Cachúas nep,Bourses nca
FLG,Filicampus tigris,Tiger pipefish,,
FLH,Platycephalidae,Flatheads nei,Platicefálidos nep,Platycéphalidés nca
FLI,Platycephalus indicus,Bartail flathead,Chato índico,Platycéphale indien
FLJ,Pharella javanica,Javanese razor clam,,Couteau javanais
FLK,Pholas chiloensis,Pacific coast angel wing,Ala de ángel comes,Aile d'ange du Pacifique
FLL,Flabelligobius latruncularius,,,
FLM,Phyllonotus margaritensis,Margarita murex,Busano margarita,Murex marguerite
FLN,Pherallodus indicus,,,
FLO,Phyllonotus pomum,Apple murex,Busano manzanero,Rocher pomme
FLP,Penaeus chinensis,Fleshy prawn,Langostino carnoso,Crevette charnue
FLQ,Flabellum alabastrum,,,
FLR,Philypnodon grandiceps,,,
FLS,Paralichthys dentatus,Summer flounder,Falso halibut del Canadá,Cardeau d'été
FLT,Monopterus albus,Asian swamp eel,,
FLU,Protopterus spp,African lungfishes,Protopteros africanos,Protoptères d'Afrique
FLV,Flabellum angulare,,,
FLW,Pseudopleuronectes americanus,Winter flounder,Solla roja,Limande-plie rouge
FLX,Pleuronectiformes,Flatfishes nei,Peces planos nep,Poissons plats nca
FLY,Exocoetidae,Flyingfishes nei,Voladores nep,Exocets nca
FLZ,Flabellum macandrewi,Splitting fan coral,,
FMA,Parosphromenus allani,,,
FMB,Fusitriton magellanicus,,,
FMC,Pseudosphromenus cupanus,Spiketail paradisefish,,
FMG,Phalium granulatum,Grooved helmet,Casco acanalado,Casque cannelé
FMK,Phymatolithon calcareum,Chalk weed,Alga de cal,Maërl commun
FMN,Sphaeramia nematoptera,Pajama cardinalfish,,
FMS,Phalium saburon,Saburon helmet,Casco redondo,Casque saburon
FMV,Siphamia versicolor,Sea urchin cardinalfish,,
FNG,Siphonaria gigas,Giant false limpet,Sifonaria gigante,Siphonaire géante
FNJ,Siphonaria javanica,Javanese false limpet,,Siphonaire de Java
FNL,Siphonaria laciniosa,Fringed false limpet,,Siphonaire laciniée
FNO,Fulmarus glacialis,Northern fulmar,Fulmar norteño,Fulmar boréal
FNS,Siphonaria sirius,Sirius false limpet,,Siphonaire de Sirius
FNT,Phyllonotus trunculus,Banded murex,Busano,Murex tubercule
FNX,Phyllonotus duplex,Duplex murex,Cañailla espinuda,Rocher duplex
FOA,Fodiator acutus,Sharpchin flyingfish,,
FOB,Foa brachygramma,Weed cardinalfish,,
FOC,Foetorepus calauropomus,Common stinkfish,,
FOD,Pholas dactylus,Common piddock,Almeja brava,Pholade commune
FOE,Rana latastei,,,
FOF,Foerschichthys flavipinnis,,,
FOH,Forsterygion bathytaton,Chatham deep-water triplefin,,
FOI,Rana limnocharis,Indian rice frog,,
FOK,Rana catesbeiana,American bull frog,Rana toro americana,Grenouille-taureau americaine
FOL,Trophon albolabratus,Antarctic trophon,Busano antártico,Trophon antarctique
FON,Pholidichthys anguis,,,
FOO,Pholas orientalis,Oriental angel wing,,Aile d'ange orientale
FOP,Rana cyanophlyctis,Indian skipper frog,,
FOR,Phycis phycis,Forkbeard,Brótola de roca,Phycis de roche
FOS,Rana crassa,,,
FOT,Eleutheronema tetradactylum,Fourfinger threadfin,Barbudo de cuatro dedos,Barbure à quatre doigts
FOU,Rana fuscigula,,,
FOV,Rana vertebralis,,,
FOX,Phycis spp,Forkbeards nei,Brótolas nep,Phycis nca
FOY,Rana blythii,,,
FPA,Fratercula arctica,Atlantic puffin,Frailecillo atlántico,Macareux moine
FPC,Anabas testudineus,Climbing perch,Perca trepadora,Anabas
FPE,Perca fluviatilis,European perch,Perca,Perche européenne
FPI,Esox lucius,Northern pike,Lucio,Brochet du Nord
FPJ,Aplodactylus punctatus,,Jerguilla,
FPP,Sander lucioperca,Pike-perch,Lucioperca,Sandre
FPX,Trophon spp,,,
FPY,Perca flavescens,American yellow perch,Perca canadiense,Perchaude
FQC,Telmatobius culeus,,,
FQJ,Funiculina quadrangularis,,,
FRA,Pontoporia blainvillei,Franciscana,Franciscana,Dauphin de la Plata
FRB,Septifer bilocularis,Box mussel,,Septifere commun
FRC,Fraudella carassiops,,,
FRD,Lagenodelphis hosei,Fraser's dolphin,Delfín de Fraser,Dauphin de Fraser
FRE,Frontilabrus caeruleus,,,
FRF,Osteichthyes,Freshwater fishes nei,Peces de agua dulce nep,Poissons d'eau douce nca
FRG,Rana spp,Frogs,Ranas,Grenouilles
FRH,Rana hexadactyla,Indian green frog,,
FRI,Auxis thazard,Frigate tuna,Melva,Auxide
FRJ,Artemia franciscana,,,
FRK,Rana cancrivora,Crab-eating frog,,
FRL,Pharus legumen,Bean solen,Navallon,Cératisole-gousse
FRM,Rana magna,,,
FRN,Phrynorhombus norvegicus,Norwegian topknot,,
FRO,Rutilus rutilus,Roach,Rutilo,Gardon
FRP,Porphyra perforata,Frilled nori,Nori escarolado,Nori froncé
FRQ,Rana heckscheri,River frog,,
FRR,Sphaerichthys acrostoma,,,
FRS,Sardinella fimbriata,Fringescale sardinella,Tunsoy,Tunsoy
FRT,Rana tigrina,Asiatic bull frog,,
FRU,Phanerodon furcatus,White seaperch,,
FRX,Rutilus spp,Roaches nei,Rutilos nep,Gardons nca
FRZ,"Auxis thazard, A. rochei",Frigate and bullet tunas,Melva y melvera,Auxide et bonitou
FSA,Rhombosolea spp,Sand flounders nei,Sollas de arena nep,Rhombosoles nca
FSB,Fissurella barbadensis,Barbados keyhole limpet,Lapa de Barbados,Fissurelle des Barbades
FSC,Pelecus cultratus,Sichel,Peleco,
FSD,Fusinus dupetitthouarsi,Du Petit's spindle,Tulipan blanco,Fasciolaire blanche
FSE,Fissurella virescens,Green Panama keyhole limpet,Fisurela verde,Fissurelle verte
FSG,Pacifastacus nigrescens,Sooty crayfish,,
FSH,Ex Unionidae,Freshwater mussel shells,Conchas de mejillón agua dulce,Coquilles des moules eau douce
FSI,Siluroidei,Freshwater siluroids nei,Siluroideos de agua dulce nep,Silurides d'eau douce nca
FSK,Fissurella coarctata,Compressed keyhole limpet,Fisurela chata,Fissurelle compressée
FSM,Fissurella nimbosa,Rayed keyhole limpet,Lapa radiante,Fissurelle rayonnante
FSN,Channa spp,Snakeheads(=Murrels) nei,Cabezas de serpiente nep,Poissons tête de serpent nca
FSO,Fusinus rostratus,Beaked fusus,Huso,Fuseau de Tarente
FSR,Fossorochromis rostratus,,,
FSS,Channa striata,Striped snakehead,Cabeza de serpiente cabrío,Tête de serpent strié
FST,Fasciolaria tulipa,True tulip,Tulipan verdadero,Fasciolaire tulipe
FSU,Fissurella nubecula,Cloudy keyhole limpet,Fisurela nebulosa,Fissurelle nuageuse
FSV,Asaphis violascens,Pacific asaphis,,Sanguinolaire rugueuse
FSX,Fissurella spp,,,
FSY,Fusinus syracusanus,Syracusan fusus,Huso de Siracusa,Fuseau rubane
FTA,Periophthalmus argentilineatus,Barred mudskipper,,
FTB,Pholidoteuthis boschmai,Coffeebean scaled squid,Luria escamuda cafetal,Loutène battoir
FTD,Pholidoteuthis adami,Scaled squid,Luria escamuda,Loutène commune
FTE,Tinca tinca,Tench,Tenca,Tanche
FTF,Periophthalmodon freycineti,,,
FTG,Phyllonotus regius,Regal murex,Busano real,Murex royal
FTL,Platycephalus conatus,Deep-water flathead,,
FTQ,Pacifastacus fortis,Shasta crayfish,,
FTR,Phyllonotus brassica,Cabbage murex,Busano repollo,Murex chou
FTS,Hippoglossoides elassodon,Flathead sole,Platija japonesa,Balai du Japon
FTX,Scapharca spp,,,
FTY,Phyllonotus erythrostoma,Pink-mouthed murex,Busano rosado,Murex rose
FUA,Fucaceae,Wracks nei,Algas fuco nep,Algues fucus nca
FUC,Fistularia corneta,Pacific cornetfish,Corneta flautera,Cornette fluteau
FUD,Fusigobius duospilus,Barenape goby,,
FUG,Fulmarus glacialoides,Southern fulmar,Fulmar austral,Fulmar argenté
FUI,Furcina ishikawae,,,
FUK,Fusinus colus,Distaff spindle,,Fuseau quenouille
FUL,Fusinus closter,Philippi's spindle,Huso de Philippi,Fuseau de Philippi
FUM,Fucomimus mus,Mousey klipfish,,
FUN,Fusinus nicobaricus,Nicobar spindle,,Fuseau de Nicobar
FUQ,Phalium centiquadratum,Pacific Scotch bonnet,Casco granuloso del Pacífico,Casque granuleux du Pacifique
FUS,Caesio spp,Fusiliers Caesio nei,Fusileros Caesio nep,Fusiliers Caesio nca
FUT,Fistularia tabacaria,Cornetfish,Corneta,Cornette tachetée
FUU,Fucus serratus,Toothed wrack,,
FUV,Fucus vesiculosus,Bladder wrack,Fucus,Chone marin
FUX,Fundulus bifax,Stippled studfish,,
FUY,Fundulosoma thierryi,,,
FVA,Favonigobius aliciae,,,
FVE,Coregonus albula,Vendace,Coregono blanco,Corégone blanc
FVF,Favia favus,Head coral,,
FVM,Fulvia mutica,Japanese cockle,,
FVP,Fulvia papyracea,Paper cockle,,Bucarde papier
FVX,Fulvia spp,,,
FWA,Farlowella acus,Whiptail catfish,,
FWU,Fowleria aurita,Crosseyed cardinalfish,,
FWX,Asaphis spp,,,
FXB,Bathyphylax bombifrons,,,
FXC,Phaeoptyx conklini,Freckled cardinalfish,,
FXE,Festucalex erythraeus,,,
FXF,Flexopecten flexuosus,Flexuous scallop,Vieira ondulada,Pétoncle onde
FXG,Flexopecten glaber,Smooth scallop,Xelet,Pétoncle glabre
FXL,Faxonella clypeata,Ditch fencing crayfish,,
FXM,Feroxodon multistriatus,Manystriped blowfish,,
FXP,Flexopecten proteus,Proteus scallop,Vieira proteo,Pétoncle protée
FXW,Festucalex wassi,,,
FXX,Eunice spp,Eunice sea-worms,,
FYB,Sphyraenops bairdianus,,,
FYC,Floridichthys carpio,Goldspotted killifish,,
FYS,Porphyra spp,Nori nei,Luche,Nori nca
FYU,Acanthephyra curtirostris,Peaked shrimp,,
FYX,Stellifer spp,,,
FZG,Carbasea ovoidea,,,
FZP,Puntius lateristriga,Spanner barb,,
GAA,Galeus arae,Roughtail catshark,Pintarroja rabolija,Chien à queue rude
GAB,Galeus boardmani,Australian sawtail catshark,Pintarroja australiana,Chien égoine
GAC,Gadomus arcuatus,Doublethread grenadier,,
GAD,Gadiformes,Gadiformes nei,Gadiformes nep,Gadiformes nca
GAE,Galeus eastmani,Gecko catshark,Pintarroja salamanquesa,Chien gecko
GAF,Apistogramma trifasciata,,,
GAG,Galeorhinus galeus,Tope shark,Cazón,Requin-hâ
GAH,Galeus schultzi,Dwarf sawtail catshark,Pintarroja enana,Chien nain
GAI,Galeus sauteri,Blacktip sawtail catshark,Pintarroja rabonegro,Chien lime
GAJ,Coracinus capensis,Galjoen,Damba,Galjoin franc
GAK,Galene bispinosa,Square-shelled crab,,
GAL,Galeoides decadactylus,Lesser African threadfin,Barbudo enano africano,Petit capitaine
GAM,Galeus murinus,Mouse catshark,Pintarroja islándica,Chien islandais
GAN,Galeus nipponensis,Broadfin sawtail catshark,Pintarroja nipona,Chien planeur
GAO,Galeus longirostris,,,
GAP,Galeus piperatus,Peppered catshark,Pejegato pimienta,Chien poivré
GAQ,Galeus polli,African sawtail catshark,Pintarroja africana,Chien râpe
GAR,Belone belone,Garfish,Aguja,Orphie
GAS,Gastropoda,Gastropods nei,Gasterópodos nep,Gastropodes nca
GAT,Galeichthys feliceps,White barbel,Bagre barba blanca,Barbillon blanc
GAU,Galeus spp,Crest-tail catsharks nei,Pintarrojas nep,Chiens galeus nca
GAV,Aplochiton zebra,,,
GAW,Ataeniobius toweri,Bluetail goodea,,
GAX,Argonauta spp,Argonauts nei,Argonautas nep,Argonautes nca
GAY,Galeopsis bullatus,,,
GAZ,Portunus trituberculatus,Gazami crab,Jaiba gazami,Crabe gazami
GBA,Sphyraena barracuda,Great barracuda,Picuda barracuda,Barracuda
GBB,Brachygalaxias bullocki,,,
GBC,Gobius cobitis,Giant goby,Gobito de roca,Gobie céphalote
GBD,Gobiomorus dormitor,Bigmouth sleeper,Guavina bocón,
GBE,Gibbonsia elegans,Spotted kelpfish,,
GBF,Gobiusculus flavescens,Two-spotted goby,,
GBG,Caragobioides geomys,,,
GBH,Atya gabonensis,Gabon shrimp,Camarón gabonés,Saltarelle gabonaise
GBI,Glossogobius biocellatus,Sleepy goby,,
GBJ,Gibbula albida,White gibbula,Peonza blanca,Troque blanchâtre
GBK,Gobulus crescentalis,Crescent goby,Gobio creciente,
GBL,Plectorhinchus macrolepis,Biglip grunt,Burro labiogrueso,Diagramme à grosses lèvres
GBM,Oxyeleotris marmorata,Marble goby,,
GBN,Gobius niger,Black goby,Chaparrudo,Gobie noir
GBO,Zosterisessor ophiocephalus,Grass goby,Gobio serpentón,Gobie lote
GBP,Gobionellus atripinnis,Blackfin goby,,
GBQ,Gibbula adansoni,Adanson's gibbula,Peonza de Adanson,Troque d'Adanson
GBR,Plectorhinchus mediterraneus,Rubberlip grunt,Burro chiclero,Diagramme gris
GBS,Mycteroperca xenarcha,Broomtail grouper,Garropa jaspeada,Badèche balai
GBT,Gibberichthys latifrons,,,
GBU,Gracilopterygion bapturum,Japanese blacktail triplefin,,
GBV,Gobiomorphus breviceps,Upland bully,,
GBW,Gibbula divaricata,Divaricate gibbula,Peonza fina,Troque divergent
GBX,Gibbula ardens,Red-brown gibbula,Peonza brillante,Troque brillant
GBY,Gibbula fanulum,Chapel gibbula,Peonza pagoda,Troque petite pagode
GBZ,Gobius ater,Bellotti's goby,Gobio escarabajo,Gobie de Bellotti
GCA,Gracila albomarginata,Masked grouper,Mero paranjero,Mérou bord rouge
GCB,Gonichthys barnesi,,,
GCC,Glycymeris violacenscens,Violet bittersweet,Almeja tonta,Amande violacée
GCD,Glycymeris undata,Lined bittersweet,,
GCE,Chapalichthys encaustus,Barred splitfin,,
GCF,Gymnochanda filamentosa,,,
GCG,Bucephala clangula,Common goldeneye,Porrón osculado,Garrot à oeil d'or
GCH,Gracilaria chilensis,,Pelillo,
GCI,Gillichthys mirabilis,Longjaw mudsucker,,
GCJ,Glycymeris pilosa,Pilose bittersweet,Almendra peluda,Amande velue
GCK,Glycymeris bimaculata,Two-spotted bittersweet,Almendra rayada,Amande à deux taches
GCL,Conidens laticephalus,,,
GCM,Carnegiella marthae,Blackwing hatchetfish,,
GCN,Genyochromis mento,,,
GCO,Gracilaria veleroae,Veiled gracilaria,Gracilaria velada,Gracilaire voilée
GCP,Chapalichthys pardalis,Polka-dot splitfin,,
GCQ,Ciliata spp,,,
GCR,Gobius cruentatus,Red-mouthed goby,Gobito,Gobie ensanglanté
GCS,Ciliata septentrionalis,Northern rockling,,
GCT,Characodon lateralis,Rainbow characodon,,
GCU,Characodon audax,Bold characodon,,
GCV,Glycymeris reevei,Reeve's bittersweet,,Amande de Reeve
GCW,Gracilaria textorii,Broadleaf gracilaria,Gracilaria laminada,Gracilaire laminée
GCX,Chorisochismus dentex,Rocksucker,,
GCY,Crenichthys baileyi,White River springfish,,
GCZ,Clangula hyemalis,Long-tailed duck,Pato havelda,Harelde boréale
GDA,Glanidium albescens,,,
GDB,Diplecogaster bimaculata,Two-spotted clingfish,,
GDC,Discotrema crinophila,Crinoid clingfish,,
GDE,Gaidropsarus ensis,Threadfin rockling,,Mustèle arctique à trois barb.
GDF,Guentheridia formosa,Spotted puffer,,
GDG,Gadiculus argenteus,Silvery pout,Faneca plateada,Merlan argenté
GDH,Gelidium chilense,,,
GDI,Gadella imberbis,Beardless codling,,
GDJ,Gerreidae,"Mojarras, etc. nei","Mojarras, etc. nep","Blanches, etc. nca"
GDK,Gelidium lingulatum,,,
GDL,Gadella maraldi,Gadella,,
GDM,Gladioglanis machadoi,,,
GDN,Diademichthys lineatus,,,
GDO,Dellichthys morelandi,Urchin clingfish,,
