Species,Area,Units,Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
SAI,27.10.a.1,TLW,PT,2.72 ,5.11 ,0.69,7.09,4,46.15,1.54,0.37,2.11,0.16,6.98,7.13,1.57,0,0,0,0,0
SAI,27.10.a.2,TLW,PT,0.06 ,4.7 ,1.23,2.31,8.85,7.08,0.45,0.86,0.76,0.47,0.35,1.06,0.28,0,0,0,0,0
SAI,27.10.a_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,5,5,1,2,2.4
SAI,27.10.b,TLW,PT,0 c,0.06 ,0,0,0.01,7.62,0.19,0,0,0,0,0,0,0,0,0,0,0
SAI,27.10_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
SAI,27.8.e,TLW,PT,0 ,0.16 ,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAI,27.8.e.1,TLW,PT,0 ,0.16 ,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAI,27.9.a,TLW,PT,0.36 ,0.15 ,0.41,0.58,0.07,0.03,0.06,0.26,0.22,0.86,0.67,3.23,28.07,40,19,18,13,0.3
SAI,27.9.b,TLW,PT,0 c,0.01 ,0.37,4.16,14.77,43.99,1.28,0.64,0.44,0,3.67,6.92,1.8,2,2,1,3,2.4
SAI,27.9.b.1,TLW,PT,0 c,0.01 ,0.13,3.68,14.4,42.42,1.13,0.5,0.22,0,3.52,6.1,1.7,0,0,0,0,0
SAI,27.9.b.2,TLW,PT,0.09 ,0 ,0.24,0.48,0.37,1.57,0.15,0.14,0.22,0,0.15,0.82,0.1,0,0,0,0,0
SAI,27.9.b_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2.4
SAI,27.9_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7
SAL,27,TLW,DE,1.1 ,1 ,3,0,5,5,0.15,1.63,10.05,6.33,11.54,1.36,7.43,8,14,25.2,17.1,18.71
SAL,27.3,TLW,DE,1.1 ,1 ,3,0,5,5,0.15,1.62,10.05,6.33,11.54,1.36,7.42,8,14,25.2,17.1,18.4
SAL,27.4,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.31
SAL,27.3.c.22,TLW,DE,0 ,0 ,1,0,0,0,0,0.18,1.89,1.97,2.18,0.32,1.8,1,1.2,7.2,1.4,1.7
SAL,27.3.d,TLW,DE,1.1 ,1 ,2,0,5,5,0.15,1.44,8.16,4.36,9.36,1.04,5.62,7,12.8,18,15.7,16.7
SAL,27.3.d.24,TLW,DE,1.1 ,1 ,2,0,5,5,0.15,1.44,8.16,4.36,3.49,1.04,5.12,5,5.4,8.5,7.7,8.4
SAL,27.3.d.25,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,5.88,0,0.5,2,7.4,9.5,6.1,8.3
SAL,27.3.d.26,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
SAL,27.4.b,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.3
SAL,27.4.c,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
SAL,27,TLW,DK,0 ,0 ,32,16,30,31,15,51.17,94.9,124.53,120.78,103.31,89.58,130.13,67.54,19.04,64.05,163.03
SAL,27.3,TLW,DK,0 ,0 ,32,16,30,31,15,51.16,94.9,124.53,120.77,103.3,89.57,130.12,67.53,19.03,64.04,163.02
SAL,27.4,TLW,DK,0 ,0 ,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
SAL,27.3.a,TLW,DK,0 ,0 ,0,0,0,0,0,0.02,0,0,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01
SAL,27.3.a.20,TLW,DK,0 ,0 ,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
SAL,27.3.a_NK,TLW,DK,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01
SAL,27.3.b.23,TLW,DK,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0
SAL,27.3.c.22,TLW,DK,0 ,0 ,0,0,0,0,0,0.01,0.04,0.02,0.04,0.06,0.01,0.01,0.01,0.01,0.01,0.01
SAL,27.3.d,TLW,DK,0 ,0 ,32,16,30,31,15,51.13,94.86,124.51,120.73,103.21,89.55,130.1,67.5,19,64.01,163
SAL,27.3.d.24,TLW,DK,0 ,0 ,11,4,10,9,6,23.22,56.28,50.91,53.12,43.94,21.66,41.8,15,2,16,62
SAL,27.3.d.25,TLW,DK,0 ,0 ,21,12,20,22,7,24.93,38.53,71.05,67.61,59.24,67.61,84.9,51.1,17,48,79
SAL,27.3.d.26,TLW,DK,0 ,0 ,0,0,0,0,2,2.98,0.05,2.55,0,0.03,0.28,0,1.4,0,0,14
SAL,27.3.d.27,TLW,DK,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAL,27.3.d_NK,TLW,DK,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0.01,7
SAL,27.4.b,TLW,DK,0 ,0 ,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
SAL,27,TLW,EE,7.3859 ,7.3356 ,7.4468,10.774,8.443,8.153,8.89,6.83,5.59,5.22,6.82,5.33,3.77,3.8,7.9,7.8,5.8,5.8
SAL,27.3,TLW,EE,7.3859 ,7.3356 ,7.4468,10.774,8.443,8.153,8.89,6.83,5.59,5.22,6.82,5.33,3.77,3.8,7.9,7.8,5.8,5.8
SAL,27.3.d,TLW,EE,7.3859 ,7.3356 ,7.4468,10.774,8.443,8.153,8.89,6.83,5.59,5.22,6.82,5.33,3.77,3.8,7.9,7.8,5.8,5.8
SAL,27.3.d.28,TLW,EE,0.4796 ,0.7497 ,0.7341,1.212,0.967,1.183,1.41,1.41,1.28,1.13,1.13,1.32,0.81,0.9,1.4,1.1,0.9,0.8
SAL,27.3.d.28.1,TLW,EE,0.4581 ,0.7146 ,0.6823,0.92,0.786,0.84,1.14,0.79,0.94,0.87,0.96,1.12,0.65,0,0.9,0.8,0,0
SAL,27.3.d.28.2,TLW,EE,0.0215 ,0.0351 ,0.0518,0.292,0.181,0.343,0.27,0.62,0.34,0.25,0.17,0.2,0.16,0,0.5,0.3,0,0
SAL,27.3.d.28_NK,TLW,EE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0.8
SAL,27.3.d.29,TLW,EE,0.0732 ,0.0732 ,0.2759,0.302,0.531,0.52,0.42,0.71,0.36,0.37,0.42,0.52,0.26,0.4,1.4,1.1,0.8,0.7
SAL,27.3.d.32,TLW,EE,6.8331 ,6.5128 ,6.4368,9.26,6.945,6.45,7.06,4.7,3.95,3.72,5.28,3.5,2.7,2.5,5.1,5.6,4.1,4.3
SAL,27,TLW,ES,0.02 ,0.03 ,0.02,0.04,0.21,3.29,0.04,0,0.01,0,0.3,0,2.57,0.41,0.01,1.02,0.01,0
SAL,27.8,TLW,ES,0.01 ,0.02 ,0.01,0.04,0.1,3.28,0.04,0,0.01,0,0.3,0,2.56,0.4,0.01,1.01,0,0
SAL,27.9,TLW,ES,0.01 ,0.01 ,0.01,0,0.11,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0
SAL,27.8.b,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAL,27.8.c,TLW,ES,0.01 ,0.02 ,0.01,0.04,0.1,3.28,0.04,0,0.01,0,0.3,0,2.56,0.4,0.01,0.01,0,0
SAL,27.9.a,TLW,ES,0.01 ,0.01 ,0.01,0,0.11,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0
SAL,27,TLW,FI,170.254 ,207.592 ,263.078,226.827,268.414,243.611,254.92,288.082,253.615,311.322,295,351.39,248.47,235.84,366.66,365.29,372.52,342.61
SAL,27.3,TLW,FI,170.254 ,207.592 ,263.078,226.827,268.414,243.611,254.92,288.082,253.615,311.322,295,351.39,248.47,235.84,366.66,365.29,372.52,342.61
SAL,27.3.d,TLW,FI,170.254 ,207.592 ,263.078,226.827,268.414,243.611,254.92,288.082,253.615,311.322,295,351.39,248.47,235.84,366.66,365.29,372.52,342.61
SAL,27.3.d.24,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.05,0,3.11,1.57,0,0.89
SAL,27.3.d.25,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,22.34,37.77,36.05,32.45,41.17,43.96,69.03
SAL,27.3.d.26,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,2.66,2.51,81.33,22.03
SAL,27.3.d.27,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,3.57
SAL,27.3.d.28,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,25.42,9.13
SAL,27.3.d.28.2,TLW,FI,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,25.42,9.13
SAL,27.3.d.29,TLW,FI,47.39 ,54.704 ,75.452,42.46,52.668,47.113,35.82,40.2,53.871,58.176,34,36.28,27.42,20,24.44,24.69,19.7,28.89
SAL,27.3.d.30,TLW,FI,27.244 ,32.36 ,35.054,39.466,46.292,44.96,73.88,75.45,34.704,37.553,62,62.11,40.78,47.89,65.02,57.05,35.51,36.72
SAL,27.3.d.31,TLW,FI,57.889 ,82.923 ,104.954,89.464,115.932,119.373,91.96,110.356,111.859,141.368,121,161.91,99.62,94.77,163.62,142.7,93.32,104.61
SAL,27.3.d.32,TLW,FI,37.731 ,37.605 ,47.618,55.437,53.522,32.165,53.27,62.076,53.181,74.225,78,68.75,42.83,37.13,75.36,95.33,67.38,67.74
SAL,27,TLW,FO,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
SAL,27.5,TLW,FO,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
SAL,27.5.b,TLW,FO,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
SAL,27.5.b.1,TLW,FO,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
SAL,27.5.b.1_NK,TLW,FO,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
SAL,27,TLW,FR,3.399,4.005 ,2.692,3.574,7.096,5.338,7.66,2.68,3.72,6.72,5.47,7.13,11.44,38.5,6.1,5.31,5.92,6.5
SAL,27.4,TLW,FR,0 ,0 ,0,0,0,0,0,0,0.03,0,0,0,0.1,0,0,0,0,0
SAL,27.6,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
SAL,27.7,TLW,FR,0 ,0.015 ,0.098,0.052,0.276,0.594,0.14,0.04,0.18,0.35,0.41,0.38,4.13,28,0,0.11,0.11,0.3
SAL,27.8,TLW,FR,3.399,3.99 ,2.594,3.522,6.82,4.744,7.52,2.65,3.51,6.37,5.06,6.61,6.93,10.5,6.1,5.2,5.81,6.2
SAL,27.4.c,TLW,FR,0 ,0 ,0,0,0,0,0,0,0.03,0,0,0,0.1,0,0,0,0,0
SAL,27.6.a,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
SAL,27.7.c,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
SAL,27.7.c_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
SAL,27.7.d,TLW,FR,0 ,0 ,0.051,0,0.054,0.461,0,0,0.05,0.07,0.05,0.11,0.3,1.4,0,0.01,0.01,0.3
SAL,27.7.e,TLW,FR,0 ,0.015 ,0.047,0.052,0.222,0.133,0.14,0.04,0.13,0.28,0.36,0.2,2.84,26.6,0,0.1,0.1,0
SAL,27.7.f,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0
SAL,27.7.g,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0.05,0.16,0,0,0,0,0
SAL,27.7.h,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
SAL,27.7.j,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0
SAL,27.7.j_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0
SAL,27.8.a,TLW,FR,0.022,0.037 ,0.07,0.04,0.198,0.225,5.31,0.21,0.21,0.23,0.32,0.17,1.15,0.7,1.6,0.1,0.4,0.4
SAL,27.8.b,TLW,FR,3.377,3.953 ,2.524,3.482,6.622,4.519,2.21,2.43,3.3,6.14,4.2,6.43,5.26,9.8,3.9,5.1,5.4,5.8
SAL,27.8.c,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0.54,0.01,0.52,0,0.6,0,0.01,0
SAL,27_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0.14,0.19,0,0,0,0,0
SAL,27,TLW,GB,0 ,0,0.0049,0,0,0.094,0.33,3.8,0.11,0.16,3.94,4.7,7.8,0.1,0.42,5.02,8.03,7.03
SAL,27.4,TLW,GB,0 ,0,0.0049,0,0,0.09,0.25,3.68,0.02,0.11,3.92,4.2,7.6,0,0.4,5,8,7
SAL,27.7,TLW,GB,0 ,0,0,0,0,0.004,0.09,0.12,0.09,0.05,0.02,0.5,0.2,0.1,0.02,0.02,0.03,0.03
SAL,27.4.b,TLW,GB,0 ,0,0.0049,0,0,0.09,0.25,3.68,0.02,0.11,3.92,4.2,7.6,0,0.4,5,8,7
SAL,27.7.a,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.01,0,0.01,0.01
SAL,27.7.d,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
SAL,27.7.e,TLW,GB,0 ,0,0,0,0,0.004,0.02,0.05,0.02,0,0.02,0,0.1,0.1,0.01,0.01,0.01,0.01
SAL,27.7.f,TLW,GB,0 ,0,0,0,0,0,0.07,0.06,0.07,0.05,0,0,0.1,0,0,0,0,0
SAL,27,TLW,IS,0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.2,TLW,IS,0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.2.a,TLW,IS,0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.2.a.1,TLW,IS,0.01 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27,TLW,LT,0.115 ,0.016 ,1.454,0.984,2.892,1.905,0.16,0.36,0.36,0.51,0.36,0.71,0,0.5,0.8,0.9,1,1
SAL,27.3,TLW,LT,0.115 ,0.016 ,1.454,0.984,2.892,1.905,0.16,0.36,0.36,0.51,0.36,0.71,0,0.5,0.8,0.9,1,1
SAL,27.3.d,TLW,LT,0.115 ,0.016 ,1.454,0.984,2.892,1.905,0.16,0.36,0.36,0.51,0.36,0.71,0,0.5,0.8,0.9,1,1
SAL,27.3.d.25,TLW,LT,0 ,0 ,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.3.d.26,TLW,LT,0.115 ,0.016 ,1.454,0.984,2.892,1.899,0.16,0.36,0.36,0.51,0.36,0.71,0,0.5,0.8,0,0,0
SAL,27.3.d_NK,TLW,LT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1
SAL,27,TLW,LV,2.762 ,2.901 ,9.75,13.74,10.87,8,3.18,4.75,3.96,3.71,4.19,4.86,4.37,3.5,8.7,4.8,20,16
SAL,27.3,TLW,LV,2.762 ,2.901 ,9.75,13.74,10.87,8,3.18,4.75,3.96,3.71,4.19,4.86,4.37,3.5,8.7,4.8,20,16
SAL,27.3.d,TLW,LV,2.762 ,2.901 ,9.75,13.74,10.87,8,3.18,4.75,3.96,3.71,4.19,4.86,4.37,3.5,8.7,4.8,20,16
SAL,27.3.d.25,TLW,LV,0 ,0 ,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2
SAL,27.3.d.26,TLW,LV,0.043 ,0.021 ,1.07,3.4,3.9,1.92,0.32,0.5,1.28,0.62,0.7,0.71,0.47,0.7,0.9,0.7,15,8
SAL,27.3.d.28,TLW,LV,2.719 ,2.88 ,8.68,10.34,6.94,6.08,2.86,4.25,2.68,3.09,3.49,4.15,3.9,2.8,7.8,4.1,5,6
SAL,27.3.d.28.1,TLW,LV,1.92 ,1.3523 ,5.64,5.13,2.91,2.88,1.75,2.05,1.79,2.03,2.39,2.61,0,0,0,0,0,0
SAL,27.3.d.28.2,TLW,LV,0.799 ,1.5277 ,3.04,5.21,4.03,3.2,1.11,2.2,0.89,1.06,1.1,1.54,0,0,0,0,0,0
SAL,27.3.d.28_NK,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0,0,0,3.9,2.8,7.8,4.1,5,6
SAL,27,TLW,NL,0 ,0 ,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.4,TLW,NL,0 ,0 ,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.4.b,TLW,NL,0 ,0 ,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27,TLW,NO,14.6 ,16.24 ,11.88,15.52,15.67,19.95,9.23,6.1,4.2,216.2,195.15,262.09,11.89,262.64,4,6.2,6.01,525
SAL,27.1,TLW,NO,11.75 ,11.31 ,9.81,6.61,8.27,3.92,3.97,0,0,120.43,65.58,64.87,0,68.53,0,0,0,100
SAL,27.2,TLW,NO,2.7 ,4.62 ,2.01,2.45,1.37,0.52,0.29,0.26,0.45,65.66,102.78,148.66,1.25,171.09,1,0.7,0.01,326
SAL,27.3,TLW,NO,0 ,0 ,0,2.9,2.38,3.22,1.98,3.11,1.67,4.94,4.83,12.16,2.58,7.92,1,1.1,2,28
SAL,27.4,TLW,NO,0.15 ,0.31 ,0.06,3.56,3.65,12.29,2.99,2.73,2.08,25.17,21.96,36.39,8.06,15.1,2,4.4,4,71
SAL,27.1.b,TLW,NO,11.75 ,11.31 ,9.81,6.61,8.27,3.92,3.97,0,0,120.43,65.58,64.87,0,68.53,0,0,0,0
SAL,27.1_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
SAL,27.2.a,TLW,NO,2.7 ,4.62 ,2.01,2.45,1.37,0.52,0.29,0.26,0.45,65.66,102.78,148.66,1.25,171.09,1,0.7,0.01,326
SAL,27.2.a.2,TLW,NO,2.7 ,4.62 ,2.01,2.45,1.37,0.52,0.29,0.26,0.45,65.66,102.78,148.66,1.25,171.09,1,0,0,0
SAL,27.2.a_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,326
SAL,27.3.a,TLW,NO,0 ,0 ,0,2.9,2.38,3.22,1.98,3.11,1.67,4.94,4.83,12.16,2.58,7.92,1,1.1,2,28
SAL,27.3.a.20,TLW,NO,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0
SAL,27.3.a_NK,TLW,NO,0 ,0 ,0,2.9,2.38,3.22,1.98,0,1.67,4.94,4.83,12.16,2.58,7.92,1,1.1,2,28
SAL,27.4.a,TLW,NO,0.15 ,0.31 ,0.06,3.56,3.65,12.29,2.99,2.73,2.08,25.17,21.96,36.39,8.06,15.1,2,4.4,4,71
SAL,27,TLW,PL,0.8573 ,0.434 ,65.407,48.471,39.504,56.352,41.97,23.19,23.97,19.89,30.61,31.93,33.83,47.7,49.1,43.1,91,106.6
SAL,27.3,TLW,PL,0.8573 ,0.434 ,65.407,48.471,39.504,56.352,41.97,23.19,23.97,19.89,30.61,31.93,33.83,47.7,49.1,43.1,91,106.6
SAL,27.3.d,TLW,PL,0.8573 ,0.434 ,65.407,48.471,39.504,56.352,41.97,23.19,23.97,19.89,30.61,31.93,33.83,47.7,49.1,43.1,91,106.6
SAL,27.3.d.24,TLW,PL,0.012 ,0.012 ,0.012,0.281,0.078,0.301,1.13,0.11,0.13,0.16,0,0.19,1.11,0.2,0.2,1,0.1,0.1
SAL,27.3.d.25,TLW,PL,0.1033 ,0.089 ,16.429,13.496,8.646,21.901,12.33,7.98,10.78,10.25,10.91,12.06,9.17,11.9,8.7,3.7,16,17.9
SAL,27.3.d.26,TLW,PL,0.742 ,0.333 ,48.966,34.624,30.552,34.15,28.51,15.1,13.06,9.48,19.7,19.68,23.56,35.6,40.2,38.4,74.9,88.6
SAL,27.3.d.27,TLW,PL,0 ,0 ,0,0.07,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27,TLW,PT,0.06 ,0.1 ,0.12,0.25,0.11,0,0,0,0,0,0.07,0.07,0.16,0,0.01,0.01,0.01,0.01
SAL,27.9,TLW,PT,0.06 ,0.1 ,0.12,0.25,0.11,0,0,0,0,0,0.07,0.07,0.16,0,0.01,0.01,0.01,0.01
SAL,27.9.a,TLW,PT,0.06 ,0.1 ,0.12,0.25,0.11,0,0,0,0,0,0.07,0.07,0.16,0,0.01,0.01,0.01,0
SAL,27.9_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
SAL,27,TLW,RU,17,19,19,16,22,36,13,24,34,32,37,32,31,32,62,79,55,72
SAL,27.1,TLW,RU,17,19,19,16,22,36,13,24,34,32,36,32,29,31,58,74,27,68
SAL,27.3,TLW,RU,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,5,28,4
SAL,27.1.b,TLW,RU,17,19,19,16,22,36,13,0,0,0,0,0,0,0,0,0,0,0
SAL,27.1_NK,TLW,RU,0,0,0,0,0,0,0,24,34,32,36,32,29,31,58,74,27,68
SAL,27.3.d,TLW,RU,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,5,28,4
SAL,27.3.d.26,TLW,RU,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,4,28,3
SAL,27.3.d.32,TLW,RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
SAL,27,TLW,SE,109.0046 ,125.2018 ,140.6096,147.3686,170.7625,193.731,156.83,195.31,187.3,195,193.3,245.2,359.2,299.5,320.9,253.1,317.2,335.6
SAL,27.3,TLW,SE,109.0046 ,125.2018 ,140.6096,147.3686,170.7625,193.731,156.83,195.31,187.3,195,193.3,245.2,359.2,299.5,320.9,253.1,317.2,335.6
SAL,27.3.a,TLW,SE,0 ,0.015 ,0.02,0,0,0,0,0.04,0,16.9,5,10.3,10,0,0.4,0.3,0.2,0.6
SAL,27.3.a.20,TLW,SE,0 ,0.006 ,0.005,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
SAL,27.3.a.21,TLW,SE,0 ,0.009 ,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL,27.3.a_NK,TLW,SE,0,0,0,0,0,0,0,0,0,16.9,5,10.3,10,0,0.4,0.3,0.2,0.6
SAL,27.3.b.23,TLW,SE,0.007 ,0.009 ,0,0.009,0.0088,0.012,0.01,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0.2
SAL,27.3.d,TLW,SE,108.9976 ,125.1778 ,140.5896,147.3596,170.7537,193.718,156.82,195.27,187.29,178.1,188.3,234.9,349.1,299.4,320.3,252.7,317,334.8
SAL,27.3.d.24,TLW,SE,0 ,0 ,0.0099,0.003,0,0.003,0,0.04,0.1,0,0.2,23.3,12.1,8.3,6.1,3.3,3.4,4.1
SAL,27.3.d.25,TLW,SE,0 ,0.008 ,0.1509,0.8395,0.755,1.528,1.37,3.32,0.81,2.6,2.1,65.4,139.9,100.8,54.2,39.5,72.1,68.5
SAL,27.3.d.26,TLW,SE,0 ,0 ,0.016,0,0,0,0,0,0,0,0,1,9.5,19.6,26.3,18.6,68.7,68.5
SAL,27.3.d.27,TLW,SE,0 ,0 ,0,0,0,0,0.03,0.04,0.06,1.2,0.7,2,2.1,1.8,0.9,0.5,5.8,14.5
SAL,27.3.d.28,TLW,SE,0 ,0 ,0.003,0.021,0,0,0.02,0,0,0,0,0.3,1.4,0.2,0.2,0,19.2,21.4
SAL,27.3.d.28.2,TLW,SE,0 ,0 ,0.003,0.021,0,0,0.02,0,0,0,0,0.3,1.4,0.2,0.2,0,0,0
SAL,27.3.d.28_NK,TLW,SE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,21.4
SAL,27.3.d.29,TLW,SE,0 ,0.078 ,0.017,0.069,0,0,0.13,0,0,0,0,0,0.1,0,0.1,0,6.5,6.3
SAL,27.3.d.30,TLW,SE,17.9568 ,20.6297 ,18.2701,35.3578,34.1878,40.83,41.19,52.42,48.22,52.4,63.3,35,42.3,40.2,43.9,43.9,42.1,40.8
SAL,27.3.d.31,TLW,SE,91.0408 ,104.4621 ,122.1227,111.0693,135.8109,151.357,114.08,139.45,138.09,121.9,122,107.9,141.7,128.5,188.6,146.9,99.2,110.7
SAN,27,TLW,DE,4077.511 ,19 ,1820,3815.218,3950,5937,5798.5,0,9097.45,5051.97,7919.86,1708.47,9805.88,13000,12234.3,4382.9,1989.4,3604.51
SAN,27.3,TLW,DE,0 ,19 ,0,0,0,0,0,0,0,0.01,21.53,0.03,16.62,0,25.8,0,0,0.01
SAN,27.4,TLW,DE,4077.511 ,0 ,1820,3815.218,3950,5937,5798.5,0,9097.45,5051.96,7898.33,1708.44,9789.26,13000,12208.5,4382.9,1989.4,3604.5
SAN,27.3.a,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,16.62,0,25.8,0,0,0
SAN,27.3.a_NK,TLW,DE,0,0,0,0,0,0,0,0,0,0,0,0,16.62,0,25.8,0,0,0
SAN,27.3.c.22,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0
SAN,27.3.d,TLW,DE,0 ,19 ,0,0,0,0,0,0,0,0.01,0.03,0.03,0,0,0,0,0,0.01
SAN,27.3.d.24,TLW,DE,0 ,19 ,0,0,0,0,0,0,0,0.01,0.03,0.03,0,0,0,0,0,0
SAN,27.3.d_NK,TLW,DE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
SAN,27.4.b,TLW,DE,4077.511 ,0 ,1820,3815.218,3950,5873,5798.5,0,9097.45,5051.96,7807.66,1708.44,9422.13,13000,12208.5,4382.9,1989.4,3303.8
SAN,27.4.c,TLW,DE,0 ,0 ,0,0,0,64,0,0,0,0,90.67,0,367.13,0,0,0,0,300.7
SAN,27,TLW,DK,118337 ,73213 ,69603,169785,93795,176140,354170,29319.71,169249.84,158991.1,212080.72,54002.24,282484.86,292515.8,305560.5,255645,167270,256763
SAN,27.3,TLW,DK,2320 ,12199 ,2582,7116,614,8857,37308,1551.36,6071.87,11028.36,19248.96,3938.09,2396.48,9882,7670.3,12559,22284,4911
SAN,27.4,TLW,DK,116017 ,61014 ,67021,162666,93181,167283,316862,27768.35,163177.97,147962.74,192831.76,50064.15,280088.38,282633.8,297890.2,243086,144986,251852
SAN,27.6,TLW,DK,0 ,0 ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
